,NAME,ADDRESS,City,State Code,Zip Code,County,Rural Versus Urban,FTE - Employees on Payroll,Total Days (V + XVIII + XIX + Unknown),Number of Beds,Total Bed Days Available,Total Discharges (V + XVIII + XIX + Unknown),Total Days (V + XVIII + XIX + Unknown) + Total for all Subproviders,Number of Beds + Total for all Subproviders,Total Bed Days Available + Total for all Subproviders,Total Discharges (V + XVIII + XIX + Unknown) + Total for all Subproviders,Hospital Total Days (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Hospital Number of Beds For Adults &amp; Peds,Hospital Total Bed Days Available For Adults &amp; Peds,Hospital Total Discharges (V + XVIII + XIX + Unknown) For Adults &amp; Peds,Cost of Charity Care,Total Bad Debt Expense,Cost of Uncompensated Care,Total Unreimbursed and Uncompensated Care,Total Salaries From Worksheet A,Overhead Non-Salary Costs,Depreciation Cost,Total Costs,Inpatient Total Charges,Outpatient Total Charges,Combined Outpatient + Inpatient Total Charges,Wage-Related Costs (Core),Wage-Related Costs (RHC/FQHC),Total Salaries (adjusted),Contract Labor,Wage Related Costs for Part - A Teaching Physicians,Wage Related Costs for Interns and Residents,Cash on Hand and in Banks,Temporary Investments,Notes Receivable,Accounts Receivable,Less: Allowances for Uncollectible Notes and Accounts Receivable,Inventory,Prepaid Expenses,Other Current Assets,Total Current Assets,Total Fixed Assets,Investments,Other Assets,Total Other Assets,Total Assets,Accounts Payable,"Salaries, Wages, and Fees Payable",Payroll Taxes Payable,Notes and Loans Payable (Short Term),Deferred Income,Other Current Liabilities,Total Current Liabilities,Mortgage Payable,Notes Payable,Unsecured Loans,Other Long Term Liabilities,Total Long Term Liabilities,Total Liabilities,General Fund Balance,Total Fund Balances,Total Liabilities and Fund Balances,Managed Care Simulated Payments,Total IME Payment,Inpatient Revenue,Outpatient Revenue,Gross Revenue,Net Patient Revenue,Less Total Operating Expense,Net Income from Service to Patients,Total Other Income,Total Income,Total Other Expenses,Net Income,Cost To Charge Ratio,Net Revenue from Medicaid,Medicaid Charges
3028,MERCY HOSPITAL OF BUFFALO,565 ABBOTT RD.,BUFFALO,NY,14220,ERIE,U,"2,348.20","83,180",364,"132,860","17,263","119,076",470,"171,550","17,679",67685.0,303.0,110595.0,17263.0,2594681.0,7888002.0,6979676.0,17979247.0,184623529.0,262047743.0,14764931.0,386037191.0,657881819.0,376081527.0,1033963346.0,40693003.0,0,185588171.0,2252900.0,158691.0,0,75848881.0,0,0,52306176.0,-7033710.0,10964424.0,594240.0,0,134307765.0,0.0,44978926.0,73991048.0,118969974.0,361201062.0,18441656.0,15150926.0,-8190.0,1932939.0,0,24709902.0,77270522.0,85943181.0,0,0,251347409.0,337290590.0,414561112.0,-53360050.0,-53360050.0,361201062.0,70846518.0,1308109.0,657881819.0,376081526.0,1033963345.0,409968243.0,446671272.0,-36703029.0,21964217.0,-14738812.0,6698.0,-14745510.0,0.37,53388325.0,172863798.0
3029,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY STREET,LENOIR,NC,28645-,CALDWELL,U,705.21,"17,875",110,"40,260","3,754","17,875",110,"40,260","3,754",13846.0,98.0,35868.0,3754.0,2894152.0,12787461.0,7303918.0,7419250.0,54182756.0,74967103.0,5356706.0,95240605.0,103126917.0,237357177.0,340484094.0,12429347.0,0,53956527.0,793097.0,61877.0,0,15169636.0,0,0,10029691.0,0,4015105.0,2345904.0,0,38037775.0,0.0,241552.0,18917210.0,19158762.0,118456999.0,13815516.0,6126012.0,0,431870.0,0,14247288.0,35500903.0,0,601912.0,0,2044437.0,2646349.0,38147252.0,80309747.0,80309747.0,118456999.0,8211229.0,0,104021099.0,267760516.0,371781615.0,113454162.0,129149859.0,-15695697.0,13370740.0,-2324957.0,0,-2324957.0,0.28,8823341.0,48613184.0
3030,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BLVD,WINSTON-SALEM,NC,27157-,FORSYTH,U,"8,189.85","225,321",804,"293,464","39,579","242,826",877,"320,300","41,875",109725.0,536.0,195616.0,39579.0,50367684.0,95810123.0,75615955.0,79868281.0,540947643.0,1323916727.0,91805701.0,1498412789.0,2879398471.0,3361602131.0,6241000602.0,156873347.0,0,544193077.0,21882427.0,0,9778847.0,246988965.0,0,0,288426959.0,-130469455.0,46484825.0,35737752.0,124637796.0,600547772.0,0.0,0,1058293928.0,1058293928.0,2260421854.0,74473376.0,51535765.0,0,45826318.0,0,262616510.0,434451969.0,0,510044297.0,0,184038406.0,694082703.0,1128534672.0,0,1131887182.0,2260421854.0,87286294.0,27940815.0,6008183662.0,234259062.0,6242442724.0,1729589830.0,1864864370.0,-135274540.0,191636303.0,56361763.0,0,56361763.0,0.24,159249514.0,978265138.0
3031,PRESBYTERIAN HOSPITAL,200 HAWTHORNE LANE,CHARLOTTE,NC,28231-1726,MECKLENBURG,U,"3,720.56","158,617",521,"190,165","28,574","181,774",596,"217,540","30,983",135368.0,469.0,171185.0,28574.0,24610051.0,50895361.0,39076248.0,47450521.0,311234590.0,643548522.0,44032194.0,831228052.0,1702901638.0,1718850064.0,3421751702.0,65559719.0,0,311058352.0,7610979.0,0,0,795906.0,0,0,291873776.0,-203181244.0,19312345.0,1946962.0,1009300.0,114157760.0,0.0,58357356.0,47472551.0,105829907.0,605459916.0,14519837.0,29122309.0,0,0,0,14591826.0,-1706132131.0,0,0,0,27588800.0,27588800.0,-1678543331.0,2284003247.0,2284003247.0,605459916.0,41190756.0,0,1726018232.0,1806443185.0,3532461417.0,1136651897.0,1051266318.0,85385579.0,17547913.0,102933492.0,1005.0,102932487.0,0.24,47403110.0,357002995.0
3032,DAVIS REGIONAL MEDICAL CENTER,218 OLD MOCKSVILLE RD,STATESVILLE,NC,28625,IREDELL,U,308.61,"13,432",132,"48,180","3,244","16,916",144,"52,560","3,615",10900.0,124.0,45260.0,3244.0,2359539.0,12795840.0,4314053.0,4314053.0,19072448.0,37539717.0,3159173.0,49026238.0,121933500.0,230980520.0,352914020.0,3662896.0,0,19072448.0,704260.0,0,0,-13228.0,0,0,19493813.0,-12901465.0,2227717.0,604116.0,21687.0,9432640.0,0.0,0,3468474.0,3468474.0,45597704.0,1357873.0,1431439.0,830.0,375445.0,0,363519.0,32887085.0,0,853078.0,0,0,853078.0,33740163.0,11857541.0,11857541.0,45597704.0,2809108.0,0,121848900.0,231065120.0,352914020.0,57401780.0,56612165.0,789615.0,218207.0,1007822.0,0,1007822.0,0.14,7127168.0,71225997.0
3033,NASH HOSPITALS INC,2460 CURTIS ELLIS DR,ROCKY MOUNT,NC,27804,NASH,U,"1,559.00","52,232",322,"117,852","11,938","58,543",345,"126,270","12,415",44552.0,292.0,106872.0,11938.0,2952962.0,71552349.0,20457477.0,20555090.0,98892247.0,129876444.0,11438148.0,204892628.0,378914057.0,583935805.0,962849862.0,21718651.0,0,90025197.0,6272709.0,0,0,81342632.0,0,55770039.0,19908146.0,0,5633843.0,13759195.0,0,176413855.0,0.0,230775.0,28011745.0,107145827.0,387751508.0,22128779.0,11286744.0,0,3373821.0,0,62261689.0,99051033.0,0,94014308.0,0,15693274.0,109707582.0,208758615.0,178992893.0,178992893.0,387751508.0,13008479.0,0,376549829.0,590969863.0,967519692.0,274314428.0,278448224.0,-4133796.0,12303292.0,8169496.0,0,8169496.0,0.21,22595785.0,158843544.0
3034,PERSON MEMORIAL HOSPITAL INC,615 RIDGE ROAD,ROXOBORO,NC,27573,PERSON,U,155.20,"3,290",38,"13,908",935,"22,375",98,"35,868",935,2233.0,32.0,11712.0,935.0,920249.0,6064251.0,1964299.0,2798648.0,11077960.0,27105303.0,2150491.0,23388486.0,39435378.0,105175139.0,144610517.0,1735049.0,0,11077960.0,0,0,0,53692.0,0,0,4658267.0,0,1144322.0,333566.0,0,5954809.0,0.0,0,14982819.0,14982819.0,28350153.0,1464509.0,854887.0,384663.0,0,0,13280851.0,15984910.0,50380682.0,47587.0,0,0,50428269.0,66413179.0,-38063026.0,-38063026.0,28350153.0,0,0,39571705.0,111748972.0,151320677.0,29510720.0,35546410.0,-6035690.0,222063.0,-5813627.0,0,-5813627.0,0.16,1579444.0,19923994.0
3035,PRESBYTERIAN HOSPITAL MATTHEWS,1500 MATTHEWS TOWNSHIP PARKWAY,MATTHEWS,NC,28105,MECKLENBURG,U,852.23,"44,569",123,"44,895","10,479","45,351",123,"44,895","10,479",35831.0,105.0,38325.0,10479.0,7023877.0,19775854.0,12089327.0,12089327.0,61922959.0,112519028.0,10860422.0,159171367.0,400779511.0,461957171.0,862736682.0,15869339.0,0,62956224.0,1271375.0,0,0,37015.0,0,6655553.0,74996758.0,-44016738.0,2971483.0,212319.0,0,40925303.0,0.0,-1724082.0,8008028.0,6283946.0,118954129.0,1724128.0,5801389.0,0,0,0,-4979170.0,-801691608.0,0,0,0,10101878.0,10101878.0,-791589730.0,910543859.0,910543859.0,118954129.0,13099358.0,0,405167211.0,467321092.0,872488303.0,261930629.0,199433969.0,62496660.0,930339.0,63426999.0,0,63426999.0,0.18,6840745.0,58133952.0
3036,PRESBYTERIAN HOSPITAL HUNTERSVILLE,10030 GILEAD ROAD,HUNTERSVILLE,NC,28078,MECKLENBURG,U,648.99,"29,610",139,"50,735","9,192","30,309",139,"50,735","9,192",21021.0,118.0,43070.0,9192.0,4318435.0,15043024.0,7283218.0,8827561.0,51223768.0,100295493.0,10644567.0,136698010.0,278403656.0,434826983.0,713230639.0,11599507.0,0,51265691.0,1722492.0,0,303778.0,9367.0,0,0,128269596.0,-36283064.0,2545822.0,210589.0,8333.0,94791808.0,0.0,0,20040078.0,20040078.0,208697633.0,2804627.0,4471981.0,0,0,0,3197279.0,-551044333.0,0,0,0,9781460.0,9781460.0,-541262873.0,749960506.0,749960506.0,208697633.0,9575074.0,908550.0,283712735.0,442682125.0,726394860.0,242700564.0,173690058.0,69010506.0,854908.0,69865414.0,0,69865414.0,0.19,5251242.0,42407749.0
3037,ST. ANNS HOSPITAL,500 S.CLEVELAND AVE,WESTERVILLE,OH,43081-,FRANKLIN,U,"1,605.80","62,547",284,"103,913","16,066","63,363",284,"103,913","16,066",48813.0,255.0,93299.0,16066.0,8418838.0,19662578.0,15507550.0,41749494.0,108761976.0,225334697.0,22550100.0,321188864.0,583006945.0,499302528.0,1082309473.0,32035184.0,0,108761976.0,3191336.0,145647.0,0,1706767.0,12148471.0,0,139208061.0,-98965829.0,6131496.0,791672.0,0,94292963.0,0.0,2049282.0,34370427.0,36419709.0,244165995.0,47191543.0,4772433.0,0,4501981.0,0,785920.0,57251877.0,0,0,0,15650591.0,15650591.0,72902468.0,171263527.0,171263527.0,244165995.0,32827866.0,544493.0,580574049.0,525934537.0,1106508586.0,316307277.0,334096673.0,-17789396.0,31066807.0,13277411.0,0,13277411.0,0.3,35682275.0,208666268.0
3038,FORT HAMILTON HOSPITAL,630 EATON AVENUE,HAMILTON,OH,45013-2767,BUTLER,U,736.25,"28,773",170,"55,482","6,634","29,888",170,"58,042","6,889",24283.0,154.0,49642.0,6634.0,2053567.0,13726915.0,6650805.0,16058418.0,51364829.0,67436675.0,5155552.0,119696840.0,330873207.0,390088428.0,720961635.0,12621582.0,0,51364829.0,149599.0,0,0,112128.0,0,0,95603606.0,-81316743.0,1964411.0,240420.0,0,16963976.0,0.0,0,8191140.0,8191140.0,102112107.0,5471799.0,4848010.0,0,0,0,1486783.0,11806592.0,0,120995396.0,0,2645830.0,123641226.0,135447818.0,-33335711.0,-33335711.0,102112107.0,0,0,330873207.0,391630979.0,722504186.0,124546655.0,138714363.0,-14167708.0,5240346.0,-8927362.0,10.0,-8927372.0,0.17,18255578.0,180585323.0
3039,DOCTORS HOSPITAL,5100 W. BROAD STREET,COLUMBUS,OH,43228,FRANKLIN,U,"1,219.59","36,929",171,"62,381","8,224","37,368",171,"62,381","8,224",30512.0,153.0,55793.0,8224.0,14967137.0,14088062.0,22936752.0,34314038.0,102424137.0,130751016.0,3694608.0,183998128.0,380041804.0,525796555.0,905838359.0,17525778.0,0,100291446.0,892560.0,211296.0,1882424.0,510857.0,0,0,89555547.0,-69290111.0,4596421.0,380483.0,1249691.0,28501760.0,0.0,0,5415700.0,5415700.0,107545042.0,3925625.0,9584151.0,0,21135140.0,0,32040065.0,66684981.0,0,0,0,126267253.0,126267253.0,192952234.0,-85407192.0,-85407192.0,107545042.0,15079434.0,3386459.0,380085181.0,525811404.0,905896585.0,233976797.0,233175153.0,801644.0,8506308.0,9307952.0,0,9307952.0,0.2,42470625.0,285868170.0
3040,BERGER HOSPITAL,600 NORTH PICKAWAY STREET,CIRCLEVILLE,OH,43113,PICKAWAY,U,489.09,"4,280",83,"22,825","1,376","4,280",83,"22,825","1,376",2600.0,75.0,20625.0,1376.0,572633.0,5044978.0,2785852.0,8632715.0,17283739.0,35395003.0,2625722.0,54453851.0,34658881.0,122058095.0,156716976.0,5515489.0,0,17283739.0,998491.0,0,0,27049416.0,57585.0,0,24688323.0,-18382573.0,1299961.0,844185.0,-545395.0,35011502.0,0.0,0,6970918.0,6970918.0,68473083.0,5219987.0,3830673.0,0,0,0,1336451.0,10387111.0,0,0,0,5656877.0,5656877.0,16043988.0,52429095.0,52429095.0,68473083.0,0,0,34667599.0,122527342.0,157194941.0,51006625.0,52913907.0,-1907282.0,39187545.0,37280263.0,0,37280263.0,0.35,5621610.0,34809749.0
3041,SOIN MEDICAL CENTER,3535 PENTAGON PARK BOULEVARD,BEAVERCREEK,OH,45431,GREENE,U,873.27,"30,101",129,"47,085","8,169","30,101",129,"47,085","8,169",25491.0,117.0,42705.0,8169.0,2128617.0,16737022.0,6419865.0,14939074.0,57163894.0,95903352.0,11816996.0,148259177.0,413071574.0,572742737.0,985814311.0,15091718.0,0,57163894.0,506692.0,0,214796.0,111596.0,0,0,128559553.0,-108513450.0,2813995.0,892363.0,0,25992317.0,0.0,0,1174149.0,1174149.0,208510534.0,4183380.0,4945293.0,0,0,3099.0,4539709.0,13671481.0,0,185866918.0,0,3155541.0,189022459.0,202693940.0,5816594.0,5816594.0,208510534.0,13275829.0,1129593.0,394690017.0,597553360.0,992243377.0,187487770.0,181105238.0,6382532.0,2220545.0,8603077.0,0,8603077.0,0.15,17247952.0,180335425.0
3042,SAINT FRANCIS HOSPITAL MUSKOGEE,300 ROCKEFELLER DRIVE,MUSKOGEE,OK,74401,MUSKOGEE,R,722.88,"40,151",264,"96,532","8,287","49,888",320,"117,028","9,106",32078.0,240.0,87795.0,8287.0,6890798.0,25672820.0,12624813.0,12624813.0,52418479.0,80695104.0,6735630.0,117991394.0,329793028.0,282465944.0,612258972.0,9377240.0,0,50450636.0,1477967.0,0,0,88571.0,0,0,13682466.0,0,5248323.0,1204154.0,0,20841684.0,0.0,0,611516.0,611516.0,117030673.0,5971182.0,5225300.0,0,0,0,17491051.0,28687533.0,0,0,0,1628312.0,1628312.0,30315845.0,86714828.0,86714828.0,117030673.0,6833501.0,0,342111659.0,287671510.0,629783169.0,139663138.0,133113583.0,6549555.0,6589772.0,13139327.0,0,13139327.0,0.19,16624103.0,102720646.0
3043,TULSA CENTER FOR BEHAVIORAL HEALTH,2323 S HARVARD AVENUE,TULSA,OK,74114,TULSA,R,127.15,"16,414",56,"20,496","1,649","16,414",56,"20,496","1,649",16414.0,56.0,20496.0,1649.0,0,0,0,0,5445140.0,6128121.0,45028.0,11164583.0,10796642.0,162698.0,10959340.0,0,0,0,0,0,0,-299436.0,0,0,1378682.0,-1240814.0,0,0,0,-161568.0,0.0,0,0,0,155042.0,779357.0,0,0,0,0,0,779357.0,0,0,0,0,0,779357.0,-624315.0,-624315.0,155042.0,0,0,10796642.0,162698.0,10959340.0,-69434.0,11573261.0,-11642695.0,10905544.0,-737151.0,0,-737151.0,,0,0
3044,HOLY SPIRIT HOSPITAL,503 NORTH 21ST STREET,CAMP HILL,PA,17011,CUMBERLAND,U,"1,331.64","43,418",275,"100,650","9,273","52,651",306,"111,996","10,186",33393.0,237.0,86742.0,9273.0,1724426.0,8611535.0,11914680.0,19371343.0,104099056.0,182390284.0,16492501.0,257208124.0,660905438.0,670456989.0,1331362427.0,26638612.0,0,104333240.0,6121989.0,0,60656.0,24578637.0,0,-52647335.0,169035294.0,-135695037.0,5554233.0,2342723.0,52328.0,13220843.0,0.0,3948407.0,0,3948407.0,37705619.0,29629139.0,0,0,482930.0,0,4798076.0,34910145.0,520437.0,0,0,15607567.0,16128004.0,51038149.0,-13332530.0,-13332530.0,37705619.0,24135842.0,92597.0,647701264.0,683661162.0,1331362426.0,292515469.0,286489340.0,6026129.0,24621618.0,30647747.0,0,30647747.0,0.19,22697664.0,193880950.0
3045,CLARION HOSPITAL,ONE HOSPITAL DRIVE,CLARION,PA,16214,CLARION,R,360.00,"5,119",57,"20,862","1,123","6,026",65,"23,790","1,185",3112.0,50.0,18300.0,1123.0,117530.0,1216373.0,1168035.0,3762191.0,17903821.0,34354277.0,1452174.0,47332705.0,20438609.0,91889505.0,112328114.0,4022451.0,0,17903821.0,1748611.0,0,198541.0,13297407.0,0,0,5119460.0,0,1527317.0,1594494.0,0,22341268.0,0.0,3308320.0,5092176.0,8400496.0,41175157.0,8964227.0,1504884.0,536820.0,9069039.0,0,327293.0,20402263.0,960108.0,0,0,0,960108.0,21362371.0,19812786.0,19812786.0,41175157.0,1830969.0,165303.0,21314119.0,94695629.0,116009748.0,48610678.0,52258098.0,-3647420.0,4586979.0,939559.0,0,939559.0,0.42,3353151.0,14113914.0
3046,MONONGAHELA VALLEY HOSPITAL  INC.,1163 COUNTRY CLUB RD  ROUTE 88,MONONGAHELA,PA,15063,WASHINGTON,U,823.40,"21,486",118,"45,483","4,414","29,105",153,"58,293","5,159",17894.0,102.0,39627.0,4414.0,1426783.0,3136179.0,3807672.0,6607285.0,48628679.0,81469114.0,7226004.0,122390614.0,154341181.0,262485433.0,416826614.0,17128773.0,0,48628679.0,238593.0,0,0,8412.0,17613596.0,0,33882006.0,-24798217.0,3888216.0,3157431.0,4250157.0,38001601.0,0.0,47069968.0,369708.0,47439676.0,137543523.0,13203454.0,22196068.0,788028.0,0,0,20041186.0,56228736.0,0,0,0,67947113.0,67947113.0,124175849.0,13367674.0,13367674.0,137543523.0,0,0,154341181.0,262485433.0,416826614.0,111482806.0,130097793.0,-18614987.0,6301059.0,-12313928.0,19490.0,-12333418.0,0.29,13232859.0,67353719.0
3047,ARMSTRONG COUNTY MEMORIAL,ONE NOLTE DRIVE,KITTANNING,PA,16201,ARMSTRONG,U,658.33,"14,230",129,"47,214","3,300","59,939",162,"59,292","3,433",12179.0,117.0,42822.0,3300.0,538590.0,2872895.0,2631984.0,2631984.0,43946574.0,70328546.0,4310079.0,90610230.0,79281420.0,224378135.0,303659555.0,12847821.0,1014857.0,43946574.0,63128.0,0,0,28411281.0,0,0,6681664.0,0,1158508.0,2210339.0,0,40086395.0,0.0,5962499.0,18235725.0,24198224.0,87039021.0,4121189.0,6732002.0,0,0,15616155.0,9372930.0,35842276.0,0,0,0,20872393.0,20872393.0,56714669.0,30324352.0,30324352.0,87039021.0,0,0,79281420.0,224378135.0,303659555.0,89487882.0,114275120.0,-24787238.0,25912549.0,1125311.0,0,1125311.0,0.3,13923237.0,45403605.0
3048,MINERS MEMORIAL MEDICAL CENTER,360 WEST RUDDLE STREET,COALDALE,PA,18218,SCHUYLKILL,R,334.87,"8,170",49,"17,934","2,502","35,045",97,"35,502","2,502",6830.0,43.0,15738.0,2502.0,1619277.0,4375248.0,2682507.0,6743836.0,31683331.0,42022512.0,2019459.0,67876693.0,122533847.0,316335569.0,438869416.0,8217122.0,324201.0,31681864.0,862342.0,16471.0,51611.0,14587.0,110374.0,0,147585.0,2328745.0,1172056.0,312272.0,0,4085619.0,0.0,1298701.0,26296279.0,27594980.0,60732291.0,1170060.0,2849879.0,0,0,1182848.0,20638.0,18531707.0,0,0,0,9066499.0,9066499.0,27598206.0,26086430.0,33134085.0,60732291.0,3153176.0,116219.0,122811121.0,325393356.0,448204477.0,81253860.0,73657266.0,7596594.0,7288145.0,14884739.0,56739.0,14828000.0,0.15,6595536.0,79917265.0
3049,EDGEWOOD SURGICAL HOSPITAL,239 EDGEWOOD DRIVE EXTENSION,TRANSFER,PA,16154,MERCER,U,25.03,134,10,"3,650",44,134,10,"3,650",44,134.0,10.0,3650.0,44.0,0,10522.0,3748.0,72381.0,1522508.0,4629814.0,68465.0,4773220.0,2340123.0,17805551.0,20145674.0,245707.0,0,1522508.0,16640.0,0,0,1208507.0,0,0,0,0,259896.0,0,9231.0,1477634.0,0.0,0,2998.0,2998.0,1494832.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1494832.0,1494832.0,1494832.0,0,0,2340123.0,17805551.0,20145674.0,5300598.0,6152322.0,-851724.0,236745.0,-614979.0,1.0,-614980.0,0.24,184022.0,1066346.0
3050,ST LUKE HOSPITAL ANDERSON CAMPUS,1872 ST LUKES BOULEVARD,EASTON,PA,18045,NORTHHAMPTON,U,"1,070.51","33,509",146,"46,160","10,346","33,509",146,"46,160","10,346",26284.0,114.0,38448.0,10346.0,3292146.0,9919024.0,5745321.0,13409512.0,74291463.0,139834117.0,20649015.0,190985366.0,680242548.0,1131691602.0,1811934150.0,19536459.0,0,74291463.0,88189.0,35250.0,494890.0,0,502560.0,0,33416040.0,-8779050.0,4400510.0,904910.0,0,30888819.0,0.0,1466881.0,8471857.0,9938738.0,270307000.0,3187411.0,5790854.0,0,0,6736027.0,5225145.0,50696648.0,0,0,0,82653686.0,82653686.0,133350334.0,135489785.0,136956666.0,270307000.0,12510998.0,2767746.0,684183840.0,1166102608.0,1850286448.0,257437155.0,214003579.0,43433576.0,15903311.0,59336887.0,2472198.0,56864689.0,0.11,13530133.0,201077035.0
3051,TORRANCE STATE,SR 1014,TORRANCE,PA,15779-0111,WESTMORELAND,U,700.00,"106,674",353,"129,198",337,"106,674",353,"129,198",337,52520.0,188.0,68808.0,337.0,0,0,0,0,44143325.0,49271582.0,956206.0,95096381.0,73567467.0,0,73567467.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93414907.0,-93414907.0,0,-93414907.0,0,-93414907.0,,0,0
3052,BLOUNT MEMORIAL HOSPITAL,907 E LAMAR ALEXANDER PKWY,MARYVILLE,TN,37804,BLOUNT,R,"2,125.27","44,211",193,"70,638","10,372","120,487",279,"102,114","10,777",39529.0,177.0,64782.0,10372.0,6971638.0,17894397.0,12999383.0,19050193.0,153360942.0,155344427.0,11788589.0,189827699.0,409027082.0,637933157.0,1046960239.0,31640649.0,0,153126256.0,1663726.0,0,0,38544051.0,105229752.0,0,0,-79704044.0,4388702.0,3296751.0,0,71755212.0,0.0,116718685.0,18197660.0,134916345.0,308660359.0,10536392.0,11785279.0,191577.0,0,0,46852865.0,69366113.0,74724568.0,0,0,3462506.0,78187074.0,147553187.0,161107172.0,161107172.0,308660359.0,0,0,412231659.0,740900808.0,1153132467.0,286273662.0,308705369.0,-22431707.0,22966067.0,534360.0,0,534360.0,0.18,11617609.0,101487651.0
3053,SO TENN REG MED CTR OF PULASKI,1265 EAST COLLEGE,PULASKI,TN,38478,GILES,R,238.89,"5,843",81,"29,565","1,343","8,118",95,"34,675","1,511",3832.0,75.0,27375.0,1343.0,1089129.0,6095376.0,1996601.0,3512825.0,16547118.0,22758281.0,2275125.0,24988965.0,71997871.0,119244502.0,191242373.0,2511071.0,0,16547118.0,0,0,0,28550.0,0,0,5523644.0,0,1018647.0,274671.0,0,7342914.0,0.0,0,-3832634.0,-3832634.0,17141798.0,847531.0,1382262.0,286465.0,0,0,375237.0,2891495.0,-16833345.0,114383.0,1000.0,0,-16717962.0,-13826467.0,30968265.0,30968265.0,17141798.0,0,0,71997872.0,130598219.0,202596091.0,40894604.0,40011589.0,883015.0,659809.0,1542824.0,0,1542824.0,0.13,3384794.0,38233085.0
3054,TENNOVA HEALTHCARE HARTON,1801 NORTH JACKSON STREET,TULLAHOMA,TN,37388,COFFEE,R,334.36,"11,872",76,"27,816","3,030","11,872",76,"27,816","3,030",8622.0,63.0,23058.0,3030.0,2782470.0,9232909.0,3961899.0,5690108.0,21081239.0,42715075.0,4010839.0,58585903.0,204248364.0,331552962.0,535801326.0,4445281.0,0,21081239.0,298786.0,0,0,-1762.0,0,0,15067935.0,-13316678.0,1665604.0,726918.0,128876.0,4270893.0,0.0,0,2191213.0,2191213.0,41629244.0,1184149.0,1621228.0,164759.0,30750.0,0,322941.0,7390565.0,0,0,0,8633336.0,8633336.0,16023901.0,25605343.0,25605343.0,41629244.0,4393846.0,0,204213547.0,331587778.0,535801325.0,58505875.0,63796314.0,-5290439.0,121738.0,-5168701.0,0,-5168701.0,0.11,6262667.0,79298905.0
3055,SAINT THOMAS STONES RIVER HOSPITAL,324 DOOLITTLE ROAD,WOODBURY,TN,37190,CANNON,U,40.02,"2,285",26,"9,516",260,"5,517",42,"15,372",737,2285.0,26.0,9516.0,260.0,978099.0,1150142.0,1439034.0,2566897.0,3996188.0,7256420.0,604806.0,9967636.0,17416830.0,16049403.0,33466233.0,508515.0,0,3996188.0,0,0,0,1136.0,0,0,3860711.0,-3603755.0,83797.0,0,0,451156.0,0.0,0,371715.0,371715.0,4588069.0,90939.0,301183.0,51488.0,0,0,5434857.0,6891572.0,0,0,0,57881.0,57881.0,6949453.0,-2361384.0,-2361384.0,4588069.0,0,0,18336992.0,15233594.0,33570586.0,6551396.0,11252608.0,-4701212.0,859035.0,-3842177.0,0,-3842177.0,0.3,324676.0,5619115.0
3056,SSH -MEMPHIS  INC,5959 PARK AVENUE 12TH FLOOR,MEMPHIS,TN,38119,SHELBY,U,103.09,"12,384",39,"14,235",414,"12,384",39,"14,235",414,12384.0,39.0,14235.0,414.0,0,0,0,0,7226674.0,12730700.0,543730.0,20640793.0,72830792.0,170812.0,73001604.0,0,0,7226674.0,0,0,0,0,0,0,3338794.0,0,0,0,113375.0,3452169.0,0.0,0,313140.0,16218872.0,20666488.0,968501.0,369607.0,0,0,0,108038.0,690180.0,0,0,0,7589.0,7589.0,697769.0,19968719.0,19968719.0,20666488.0,0,0,73001605.0,0,73001605.0,20820708.0,19957374.0,863334.0,2403.0,865737.0,891297.0,-25560.0,,0,0
3057,FORT DUNCAN MEDICAL CENTER,3333 N. FOSTER MALDONADO BLVD,EAGLE PASS,TX,78852-,MAVERICK,R,328.74,"16,091",86,"31,390","4,901","19,312",101,"36,865","5,205",11248.0,76.0,27740.0,4901.0,4442336.0,20845983.0,6734398.0,8591689.0,21446519.0,56197686.0,3577001.0,49430803.0,243874260.0,263219884.0,507094144.0,4705035.0,0,21832476.0,601125.0,0,0,296199.0,0,0,27054775.0,-18049146.0,1897407.0,385559.0,0,11268315.0,0.0,0,396609.0,396609.0,42552231.0,1494776.0,1663084.0,0,0,0,6931741.0,10089601.0,0,400000.0,-102731053.0,0,-102331053.0,-92241452.0,134793683.0,134793683.0,42552231.0,0,0,243874260.0,263219884.0,507094144.0,78524550.0,59736323.0,18788227.0,288820.0,19077047.0,0,19077047.0,0.1,10806327.0,83380061.0
